"p","U:0","U:1","U:2","k","nut","omega","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-7.56768e+003,-1.02000e+002,0.00000e+000,0.00000e+000,1.00000e-002,1.00000e-002,1.00000e+000,1,0.00000e+000,-2.00000e+003,6.50000e+001,6.50000e+001
-7.56420e+003,-1.01192e+002,2.58922e-001,3.54110e-001,1.18370e+001,5.99142e+000,1.01891e+000,1,4.00000e+000,-1.99600e+003,6.50000e+001,6.50000e+001
-7.56072e+003,-1.00383e+002,5.17845e-001,7.08219e-001,2.36639e+001,1.19728e+001,1.03781e+000,1,8.00000e+000,-1.99200e+003,6.50000e+001,6.50000e+001
-7.55723e+003,-9.95752e+001,7.76767e-001,1.06233e+000,3.54909e+001,1.79543e+001,1.05672e+000,1,1.20000e+001,-1.98800e+003,6.50000e+001,6.50000e+001
-7.55375e+003,-9.87669e+001,1.03569e+000,1.41644e+000,4.73178e+001,2.39357e+001,1.07562e+000,1,1.60000e+001,-1.98400e+003,6.50000e+001,6.50000e+001
-7.55027e+003,-9.79587e+001,1.29461e+000,1.77055e+000,5.91448e+001,2.99171e+001,1.09453e+000,1,2.00000e+001,-1.98000e+003,6.50000e+001,6.50000e+001
-7.54679e+003,-9.71504e+001,1.55353e+000,2.12466e+000,7.09717e+001,3.58985e+001,1.11343e+000,1,2.40000e+001,-1.97600e+003,6.50000e+001,6.50000e+001
-7.54331e+003,-9.63421e+001,1.81246e+000,2.47877e+000,8.27987e+001,4.18800e+001,1.13234e+000,1,2.80000e+001,-1.97200e+003,6.50000e+001,6.50000e+001
-7.53982e+003,-9.55339e+001,2.07138e+000,2.83288e+000,9.46256e+001,4.78614e+001,1.15124e+000,1,3.20000e+001,-1.96800e+003,6.50000e+001,6.50000e+001
-7.53634e+003,-9.47256e+001,2.33030e+000,3.18699e+000,1.06453e+002,5.38428e+001,1.17015e+000,1,3.60000e+001,-1.96400e+003,6.50000e+001,6.50000e+001
-7.53286e+003,-9.39173e+001,2.58922e+000,3.54110e+000,1.18280e+002,5.98242e+001,1.18905e+000,1,4.00000e+001,-1.96000e+003,6.50000e+001,6.50000e+001
-7.52938e+003,-9.31090e+001,2.84815e+000,3.89520e+000,1.30106e+002,6.58056e+001,1.20796e+000,1,4.40000e+001,-1.95600e+003,6.50000e+001,6.50000e+001
-7.52590e+003,-9.23008e+001,3.10707e+000,4.24931e+000,1.41933e+002,7.17871e+001,1.22686e+000,1,4.80000e+001,-1.95200e+003,6.50000e+001,6.50000e+001
-7.52460e+003,-9.11375e+001,3.45304e+000,4.62169e+000,1.51736e+002,7.66965e+001,1.23691e+000,1,5.20000e+001,-1.94800e+003,6.50000e+001,6.50000e+001
-7.52548e+003,-8.96192e+001,3.88605e+000,5.01235e+000,1.59513e+002,8.05339e+001,1.23809e+000,1,5.60000e+001,-1.94400e+003,6.50000e+001,6.50000e+001
-7.52637e+003,-8.81010e+001,4.31907e+000,5.40300e+000,1.67291e+002,8.43713e+001,1.23928e+000,1,6.00000e+001,-1.94000e+003,6.50000e+001,6.50000e+001
-7.52725e+003,-8.65827e+001,4.75208e+000,5.79365e+000,1.75068e+002,8.82086e+001,1.24046e+000,1,6.40000e+001,-1.93600e+003,6.50000e+001,6.50000e+001
-7.52814e+003,-8.50644e+001,5.18510e+000,6.18430e+000,1.82846e+002,9.20460e+001,1.24164e+000,1,6.80000e+001,-1.93200e+003,6.50000e+001,6.50000e+001
-7.52902e+003,-8.35462e+001,5.61811e+000,6.57495e+000,1.90623e+002,9.58834e+001,1.24283e+000,1,7.20000e+001,-1.92800e+003,6.50000e+001,6.50000e+001
-7.52991e+003,-8.20279e+001,6.05113e+000,6.96560e+000,1.98401e+002,9.97208e+001,1.24401e+000,1,7.60000e+001,-1.92400e+003,6.50000e+001,6.50000e+001
-7.53079e+003,-8.05096e+001,6.48414e+000,7.35625e+000,2.06178e+002,1.03558e+002,1.24519e+000,1,8.00000e+001,-1.92000e+003,6.50000e+001,6.50000e+001
-7.52782e+003,-8.08068e+001,6.47749e+000,7.15916e+000,1.95011e+002,9.83031e+001,1.21736e+000,1,8.40000e+001,-1.91600e+003,6.50000e+001,6.50000e+001
-7.52484e+003,-8.11041e+001,6.47083e+000,6.96207e+000,1.83844e+002,9.30480e+001,1.18952e+000,1,8.80000e+001,-1.91200e+003,6.50000e+001,6.50000e+001
-7.52186e+003,-8.14013e+001,6.46418e+000,6.76498e+000,1.72677e+002,8.77930e+001,1.16169e+000,1,9.20000e+001,-1.90800e+003,6.50000e+001,6.50000e+001
-7.51888e+003,-8.16985e+001,6.45752e+000,6.56789e+000,1.61510e+002,8.25379e+001,1.13385e+000,1,9.60000e+001,-1.90400e+003,6.50000e+001,6.50000e+001
-7.51590e+003,-8.19957e+001,6.45086e+000,6.37080e+000,1.50343e+002,7.72828e+001,1.10602e+000,1,1.00000e+002,-1.90000e+003,6.50000e+001,6.50000e+001
-7.51292e+003,-8.22929e+001,6.44421e+000,6.17371e+000,1.39176e+002,7.20278e+001,1.07818e+000,1,1.04000e+002,-1.89600e+003,6.50000e+001,6.50000e+001
-7.50994e+003,-8.25901e+001,6.43755e+000,5.97662e+000,1.28009e+002,6.67727e+001,1.05035e+000,1,1.08000e+002,-1.89200e+003,6.50000e+001,6.50000e+001
-7.50696e+003,-8.28874e+001,6.43090e+000,5.77953e+000,1.16842e+002,6.15176e+001,1.02251e+000,1,1.12000e+002,-1.88800e+003,6.50000e+001,6.50000e+001
-7.50399e+003,-8.31846e+001,6.42424e+000,5.58244e+000,1.05675e+002,5.62626e+001,9.94677e-001,1,1.16000e+002,-1.88400e+003,6.50000e+001,6.50000e+001
-7.50101e+003,-8.34818e+001,6.41759e+000,5.38535e+000,9.45081e+001,5.10075e+001,9.66842e-001,1,1.20000e+002,-1.88000e+003,6.50000e+001,6.50000e+001
-7.49803e+003,-8.37790e+001,6.41093e+000,5.18826e+000,8.33411e+001,4.57524e+001,9.39007e-001,1,1.24000e+002,-1.87600e+003,6.50000e+001,6.50000e+001
-7.49505e+003,-8.40762e+001,6.40428e+000,4.99118e+000,7.21741e+001,4.04974e+001,9.11172e-001,1,1.28000e+002,-1.87200e+003,6.50000e+001,6.50000e+001
-7.49450e+003,-8.47378e+001,6.36293e+000,4.78695e+000,6.28260e+001,3.61265e+001,8.88504e-001,1,1.32000e+002,-1.86800e+003,6.50000e+001,6.50000e+001
-7.49638e+003,-8.57638e+001,6.28688e+000,4.57560e+000,5.52967e+001,3.26398e+001,8.71004e-001,1,1.36000e+002,-1.86400e+003,6.50000e+001,6.50000e+001
-7.49827e+003,-8.67898e+001,6.21083e+000,4.36425e+000,4.77675e+001,2.91530e+001,8.53504e-001,1,1.40000e+002,-1.86000e+003,6.50000e+001,6.50000e+001
-7.50015e+003,-8.78157e+001,6.13479e+000,4.15290e+000,4.02383e+001,2.56663e+001,8.36004e-001,1,1.44000e+002,-1.85600e+003,6.50000e+001,6.50000e+001
-7.50203e+003,-8.88417e+001,6.05874e+000,3.94154e+000,3.27090e+001,2.21796e+001,8.18504e-001,1,1.48000e+002,-1.85200e+003,6.50000e+001,6.50000e+001
-7.50392e+003,-8.98677e+001,5.98270e+000,3.73019e+000,2.51798e+001,1.86929e+001,8.01004e-001,1,1.52000e+002,-1.84800e+003,6.50000e+001,6.50000e+001
-7.50580e+003,-9.08937e+001,5.90665e+000,3.51884e+000,1.76505e+001,1.52061e+001,7.83504e-001,1,1.56000e+002,-1.84400e+003,6.50000e+001,6.50000e+001
-7.50768e+003,-9.19196e+001,5.83060e+000,3.30749e+000,1.01213e+001,1.17194e+001,7.66004e-001,1,1.60000e+002,-1.84000e+003,6.50000e+001,6.50000e+001
-7.50944e+003,-9.17011e+001,5.71826e+000,3.32486e+000,1.00969e+001,1.16753e+001,7.65721e-001,1,1.64000e+002,-1.83600e+003,6.50000e+001,6.50000e+001
-7.51120e+003,-9.14826e+001,5.60592e+000,3.34223e+000,1.00725e+001,1.16311e+001,7.65437e-001,1,1.68000e+002,-1.83200e+003,6.50000e+001,6.50000e+001
-7.51296e+003,-9.12640e+001,5.49358e+000,3.35960e+000,1.00482e+001,1.15869e+001,7.65153e-001,1,1.72000e+002,-1.82800e+003,6.50000e+001,6.50000e+001
-7.51472e+003,-9.10455e+001,5.38123e+000,3.37697e+000,1.00238e+001,1.15428e+001,7.64870e-001,1,1.76000e+002,-1.82400e+003,6.50000e+001,6.50000e+001
-7.51648e+003,-9.08269e+001,5.26889e+000,3.39434e+000,9.99947e+000,1.14986e+001,7.64586e-001,1,1.80000e+002,-1.82000e+003,6.50000e+001,6.50000e+001
-7.51824e+003,-9.06084e+001,5.15655e+000,3.41172e+000,9.97511e+000,1.14544e+001,7.64303e-001,1,1.84000e+002,-1.81600e+003,6.50000e+001,6.50000e+001
-7.52000e+003,-9.03899e+001,5.04421e+000,3.42909e+000,9.95075e+000,1.14102e+001,7.64019e-001,1,1.88000e+002,-1.81200e+003,6.50000e+001,6.50000e+001
-7.52177e+003,-9.01713e+001,4.93186e+000,3.44646e+000,9.92639e+000,1.13661e+001,7.63736e-001,1,1.92000e+002,-1.80800e+003,6.50000e+001,6.50000e+001
-7.52353e+003,-8.99528e+001,4.81952e+000,3.46383e+000,9.90203e+000,1.13219e+001,7.63452e-001,1,1.96000e+002,-1.80400e+003,6.50000e+001,6.50000e+001
-7.52529e+003,-8.97342e+001,4.70718e+000,3.48120e+000,9.87767e+000,1.12777e+001,7.63169e-001,1,2.00000e+002,-1.80000e+003,6.50000e+001,6.50000e+001
-7.52705e+003,-8.95157e+001,4.59483e+000,3.49857e+000,9.85331e+000,1.12336e+001,7.62885e-001,1,2.04000e+002,-1.79600e+003,6.50000e+001,6.50000e+001
-7.52881e+003,-8.92972e+001,4.48249e+000,3.51595e+000,9.82895e+000,1.11894e+001,7.62601e-001,1,2.08000e+002,-1.79200e+003,6.50000e+001,6.50000e+001
-7.53095e+003,-8.90532e+001,4.33376e+000,3.52776e+000,9.81135e+000,1.11649e+001,7.61891e-001,1,2.12000e+002,-1.78800e+003,6.50000e+001,6.50000e+001
-7.53348e+003,-8.87838e+001,4.14864e+000,3.53400e+000,9.80051e+000,1.11600e+001,7.60754e-001,1,2.16000e+002,-1.78400e+003,6.50000e+001,6.50000e+001
-7.53602e+003,-8.85144e+001,3.96353e+000,3.54025e+000,9.78967e+000,1.11552e+001,7.59617e-001,1,2.20000e+002,-1.78000e+003,6.50000e+001,6.50000e+001
-7.53855e+003,-8.82450e+001,3.77841e+000,3.54650e+000,9.77883e+000,1.11503e+001,7.58480e-001,1,2.24000e+002,-1.77600e+003,6.50000e+001,6.50000e+001
-7.54108e+003,-8.79756e+001,3.59329e+000,3.55274e+000,9.76798e+000,1.11455e+001,7.57343e-001,1,2.28000e+002,-1.77200e+003,6.50000e+001,6.50000e+001
-7.54361e+003,-8.77062e+001,3.40818e+000,3.55899e+000,9.75714e+000,1.11406e+001,7.56205e-001,1,2.32000e+002,-1.76800e+003,6.50000e+001,6.50000e+001
-7.54614e+003,-8.74368e+001,3.22306e+000,3.56523e+000,9.74630e+000,1.11358e+001,7.55068e-001,1,2.36000e+002,-1.76400e+003,6.50000e+001,6.50000e+001
-7.54867e+003,-8.71674e+001,3.03794e+000,3.57148e+000,9.73546e+000,1.11309e+001,7.53931e-001,1,2.40000e+002,-1.76000e+003,6.50000e+001,6.50000e+001
-7.55121e+003,-8.72573e+001,2.98303e+000,3.51346e+000,9.76471e+000,1.11289e+001,7.55089e-001,1,2.44000e+002,-1.75600e+003,6.50000e+001,6.50000e+001
-7.55374e+003,-8.73473e+001,2.92811e+000,3.45544e+000,9.79396e+000,1.11269e+001,7.56247e-001,1,2.48000e+002,-1.75200e+003,6.50000e+001,6.50000e+001
-7.55627e+003,-8.74373e+001,2.87320e+000,3.39741e+000,9.82321e+000,1.11249e+001,7.57405e-001,1,2.52000e+002,-1.74800e+003,6.50000e+001,6.50000e+001
-7.55880e+003,-8.75272e+001,2.81829e+000,3.33939e+000,9.85246e+000,1.11229e+001,7.58563e-001,1,2.56000e+002,-1.74400e+003,6.50000e+001,6.50000e+001
-7.56133e+003,-8.76172e+001,2.76338e+000,3.28137e+000,9.88171e+000,1.11209e+001,7.59721e-001,1,2.60000e+002,-1.74000e+003,6.50000e+001,6.50000e+001
-7.56386e+003,-8.77072e+001,2.70846e+000,3.22335e+000,9.91096e+000,1.11189e+001,7.60879e-001,1,2.64000e+002,-1.73600e+003,6.50000e+001,6.50000e+001
-7.56640e+003,-8.77972e+001,2.65355e+000,3.16532e+000,9.94022e+000,1.11169e+001,7.62037e-001,1,2.68000e+002,-1.73200e+003,6.50000e+001,6.50000e+001
-7.56893e+003,-8.78871e+001,2.59864e+000,3.10730e+000,9.96947e+000,1.11149e+001,7.63195e-001,1,2.72000e+002,-1.72800e+003,6.50000e+001,6.50000e+001
-7.57146e+003,-8.79771e+001,2.54372e+000,3.04928e+000,9.99872e+000,1.11129e+001,7.64353e-001,1,2.76000e+002,-1.72400e+003,6.50000e+001,6.50000e+001
-7.57399e+003,-8.80671e+001,2.48881e+000,2.99125e+000,1.00280e+001,1.11109e+001,7.65510e-001,1,2.80000e+002,-1.72000e+003,6.50000e+001,6.50000e+001
-7.57652e+003,-8.81570e+001,2.43390e+000,2.93323e+000,1.00572e+001,1.11089e+001,7.66668e-001,1,2.84000e+002,-1.71600e+003,6.50000e+001,6.50000e+001
-7.57906e+003,-8.82470e+001,2.37898e+000,2.87521e+000,1.00865e+001,1.11069e+001,7.67826e-001,1,2.88000e+002,-1.71200e+003,6.50000e+001,6.50000e+001
-7.58170e+003,-8.83294e+001,2.32252e+000,2.81337e+000,1.01024e+001,1.11032e+001,7.68942e-001,1,2.92000e+002,-1.70800e+003,6.50000e+001,6.50000e+001
-7.58447e+003,-8.84042e+001,2.26449e+000,2.74771e+000,1.01051e+001,1.10976e+001,7.70014e-001,1,2.96000e+002,-1.70400e+003,6.50000e+001,6.50000e+001
-7.58723e+003,-8.84790e+001,2.20647e+000,2.68205e+000,1.01078e+001,1.10921e+001,7.71087e-001,1,3.00000e+002,-1.70000e+003,6.50000e+001,6.50000e+001
-7.58999e+003,-8.85537e+001,2.14845e+000,2.61639e+000,1.01105e+001,1.10865e+001,7.72159e-001,1,3.04000e+002,-1.69600e+003,6.50000e+001,6.50000e+001
-7.59276e+003,-8.86285e+001,2.09043e+000,2.55073e+000,1.01132e+001,1.10810e+001,7.73232e-001,1,3.08000e+002,-1.69200e+003,6.50000e+001,6.50000e+001
-7.59552e+003,-8.87033e+001,2.03240e+000,2.48507e+000,1.01159e+001,1.10754e+001,7.74304e-001,1,3.12000e+002,-1.68800e+003,6.50000e+001,6.50000e+001
-7.59828e+003,-8.87781e+001,1.97438e+000,2.41941e+000,1.01186e+001,1.10699e+001,7.75377e-001,1,3.16000e+002,-1.68400e+003,6.50000e+001,6.50000e+001
-7.60105e+003,-8.88529e+001,1.91636e+000,2.35375e+000,1.01213e+001,1.10643e+001,7.76449e-001,1,3.20000e+002,-1.68000e+003,6.50000e+001,6.50000e+001
-7.60383e+003,-8.88837e+001,1.87400e+000,2.32755e+000,1.01235e+001,1.10470e+001,7.77630e-001,1,3.24000e+002,-1.67600e+003,6.50000e+001,6.50000e+001
