"p","U:0","U:1","U:2","k","nut","omega","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.40684e+004,-1.02000e+002,0.00000e+000,0.00000e+000,1.00000e-002,1.00000e-002,1.00000e+000,1,0.00000e+000,-2.00000e+003,6.50000e+001,6.50000e+001
-1.39813e+004,-9.23400e+001,4.90721e-001,5.00106e-001,1.98972e-001,3.18600e-002,1.34900e+000,1,4.00000e+000,-1.99600e+003,6.50000e+001,6.50000e+001
-1.38942e+004,-8.26801e+001,9.81443e-001,1.00021e+000,3.87944e-001,5.37201e-002,1.69800e+000,1,8.00000e+000,-1.99200e+003,6.50000e+001,6.50000e+001
-1.38070e+004,-7.30201e+001,1.47216e+000,1.50032e+000,5.76915e-001,7.55801e-002,2.04700e+000,1,1.20000e+001,-1.98800e+003,6.50000e+001,6.50000e+001
-1.37199e+004,-6.33602e+001,1.96289e+000,2.00043e+000,7.65887e-001,9.74402e-002,2.39600e+000,1,1.60000e+001,-1.98400e+003,6.50000e+001,6.50000e+001
-1.36328e+004,-5.37002e+001,2.45361e+000,2.50053e+000,9.54859e-001,1.19300e-001,2.74501e+000,1,2.00000e+001,-1.98000e+003,6.50000e+001,6.50000e+001
-1.35457e+004,-4.40402e+001,2.94433e+000,3.00064e+000,1.14383e+000,1.41160e-001,3.09401e+000,1,2.40000e+001,-1.97600e+003,6.50000e+001,6.50000e+001
-1.34586e+004,-3.43803e+001,3.43505e+000,3.50074e+000,1.33280e+000,1.63020e-001,3.44301e+000,1,2.80000e+001,-1.97200e+003,6.50000e+001,6.50000e+001
-1.33714e+004,-2.47203e+001,3.92577e+000,4.00085e+000,1.52177e+000,1.84880e-001,3.79201e+000,1,3.20000e+001,-1.96800e+003,6.50000e+001,6.50000e+001
-1.32843e+004,-1.50604e+001,4.41649e+000,4.50096e+000,1.71075e+000,2.06740e-001,4.14101e+000,1,3.60000e+001,-1.96400e+003,6.50000e+001,6.50000e+001
-1.31972e+004,-5.40039e+000,4.90721e+000,5.00106e+000,1.89972e+000,2.28600e-001,4.49001e+000,1,4.00000e+001,-1.96000e+003,6.50000e+001,6.50000e+001
-1.31101e+004,4.25957e+000,5.39793e+000,5.50117e+000,2.08869e+000,2.50461e-001,4.83901e+000,1,4.40000e+001,-1.95600e+003,6.50000e+001,6.50000e+001
-1.30229e+004,1.39195e+001,5.88866e+000,6.00128e+000,2.27766e+000,2.72321e-001,5.18801e+000,1,4.80000e+001,-1.95200e+003,6.50000e+001,6.50000e+001
-1.29386e+004,2.19899e+001,6.54217e+000,7.58193e+000,2.42371e+000,2.91286e-001,5.46118e+000,1,5.20000e+001,-1.94800e+003,6.50000e+001,6.50000e+001
-1.28571e+004,2.84706e+001,7.35848e+000,1.02431e+001,2.52684e+000,3.07358e-001,5.65852e+000,1,5.60000e+001,-1.94400e+003,6.50000e+001,6.50000e+001
-1.27756e+004,3.49513e+001,8.17479e+000,1.29043e+001,2.62997e+000,3.23430e-001,5.85586e+000,1,6.00000e+001,-1.94000e+003,6.50000e+001,6.50000e+001
-1.26941e+004,4.14320e+001,8.99110e+000,1.55656e+001,2.73309e+000,3.39501e-001,6.05319e+000,1,6.40000e+001,-1.93600e+003,6.50000e+001,6.50000e+001
-1.26126e+004,4.79128e+001,9.80741e+000,1.82268e+001,2.83622e+000,3.55573e-001,6.25053e+000,1,6.80000e+001,-1.93200e+003,6.50000e+001,6.50000e+001
-1.25311e+004,5.43935e+001,1.06237e+001,2.08880e+001,2.93935e+000,3.71645e-001,6.44787e+000,1,7.20000e+001,-1.92800e+003,6.50000e+001,6.50000e+001
-1.24496e+004,6.08742e+001,1.14400e+001,2.35492e+001,3.04248e+000,3.87716e-001,6.64520e+000,1,7.60000e+001,-1.92400e+003,6.50000e+001,6.50000e+001
-1.23681e+004,6.73549e+001,1.22563e+001,2.62104e+001,3.14560e+000,4.03788e-001,6.84254e+000,1,8.00000e+001,-1.92000e+003,6.50000e+001,6.50000e+001
-1.22705e+004,6.87314e+001,1.14148e+001,2.60741e+001,3.09705e+000,4.01131e-001,6.78738e+000,1,8.40000e+001,-1.91600e+003,6.50000e+001,6.50000e+001
-1.21729e+004,7.01079e+001,1.05732e+001,2.59379e+001,3.04849e+000,3.98475e-001,6.73222e+000,1,8.80000e+001,-1.91200e+003,6.50000e+001,6.50000e+001
-1.20753e+004,7.14844e+001,9.73162e+000,2.58017e+001,2.99993e+000,3.95818e-001,6.67706e+000,1,9.20000e+001,-1.90800e+003,6.50000e+001,6.50000e+001
-1.19777e+004,7.28609e+001,8.89005e+000,2.56654e+001,2.95138e+000,3.93162e-001,6.62190e+000,1,9.60000e+001,-1.90400e+003,6.50000e+001,6.50000e+001
-1.18800e+004,7.42374e+001,8.04848e+000,2.55292e+001,2.90282e+000,3.90505e-001,6.56674e+000,1,1.00000e+002,-1.90000e+003,6.50000e+001,6.50000e+001
-1.17824e+004,7.56139e+001,7.20690e+000,2.53930e+001,2.85426e+000,3.87849e-001,6.51157e+000,1,1.04000e+002,-1.89600e+003,6.50000e+001,6.50000e+001
-1.16848e+004,7.69904e+001,6.36533e+000,2.52567e+001,2.80571e+000,3.85192e-001,6.45641e+000,1,1.08000e+002,-1.89200e+003,6.50000e+001,6.50000e+001
-1.15872e+004,7.83669e+001,5.52376e+000,2.51205e+001,2.75715e+000,3.82536e-001,6.40125e+000,1,1.12000e+002,-1.88800e+003,6.50000e+001,6.50000e+001
-1.14896e+004,7.97434e+001,4.68219e+000,2.49843e+001,2.70859e+000,3.79879e-001,6.34609e+000,1,1.16000e+002,-1.88400e+003,6.50000e+001,6.50000e+001
-1.13920e+004,8.11199e+001,3.84061e+000,2.48480e+001,2.66003e+000,3.77223e-001,6.29093e+000,1,1.20000e+002,-1.88000e+003,6.50000e+001,6.50000e+001
-1.12944e+004,8.24964e+001,2.99904e+000,2.47118e+001,2.61148e+000,3.74566e-001,6.23577e+000,1,1.24000e+002,-1.87600e+003,6.50000e+001,6.50000e+001
-1.11968e+004,8.38729e+001,2.15747e+000,2.45756e+001,2.56292e+000,3.71910e-001,6.18061e+000,1,1.28000e+002,-1.87200e+003,6.50000e+001,6.50000e+001
-1.11011e+004,8.52273e+001,1.39708e+000,2.36900e+001,2.53273e+000,3.70228e-001,6.15746e+000,1,1.32000e+002,-1.86800e+003,6.50000e+001,6.50000e+001
-1.10073e+004,8.65597e+001,7.17893e-001,2.20552e+001,2.52092e+000,3.69522e-001,6.16631e+000,1,1.36000e+002,-1.86400e+003,6.50000e+001,6.50000e+001
-1.09134e+004,8.78921e+001,3.87017e-002,2.04203e+001,2.50910e+000,3.68815e-001,6.17517e+000,1,1.40000e+002,-1.86000e+003,6.50000e+001,6.50000e+001
-1.08196e+004,8.92245e+001,-6.40489e-001,1.87855e+001,2.49728e+000,3.68109e-001,6.18402e+000,1,1.44000e+002,-1.85600e+003,6.50000e+001,6.50000e+001
-1.07258e+004,9.05568e+001,-1.31968e+000,1.71506e+001,2.48546e+000,3.67403e-001,6.19288e+000,1,1.48000e+002,-1.85200e+003,6.50000e+001,6.50000e+001
-1.06320e+004,9.18892e+001,-1.99887e+000,1.55158e+001,2.47365e+000,3.66696e-001,6.20173e+000,1,1.52000e+002,-1.84800e+003,6.50000e+001,6.50000e+001
-1.05382e+004,9.32216e+001,-2.67806e+000,1.38809e+001,2.46183e+000,3.65990e-001,6.21059e+000,1,1.56000e+002,-1.84400e+003,6.50000e+001,6.50000e+001
-1.04444e+004,9.45540e+001,-3.35725e+000,1.22461e+001,2.45001e+000,3.65284e-001,6.21944e+000,1,1.60000e+002,-1.84000e+003,6.50000e+001,6.50000e+001
-1.04300e+004,9.13152e+001,-3.57103e+000,1.15912e+001,2.40082e+000,3.61117e-001,6.15433e+000,1,1.64000e+002,-1.83600e+003,6.50000e+001,6.50000e+001
-1.04155e+004,8.80765e+001,-3.78482e+000,1.09363e+001,2.35163e+000,3.56950e-001,6.08922e+000,1,1.68000e+002,-1.83200e+003,6.50000e+001,6.50000e+001
