"p","U:0","U:1","U:2","k","nut","omega","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-8.34181e+003,-1.02000e+002,0.00000e+000,0.00000e+000,1.00000e-002,1.00000e-002,1.00000e+000,1,0.00000e+000,-2.00000e+003,6.50000e+001,6.50000e+001
-8.31398e+003,-1.01623e+002,9.60828e-001,1.72981e+000,1.42245e+000,7.16160e-001,9.74774e-001,1,4.00000e+000,-1.99600e+003,6.50000e+001,6.50000e+001
-8.28614e+003,-1.01245e+002,1.92166e+000,3.45961e+000,2.83490e+000,1.42232e+000,9.49548e-001,1,8.00000e+000,-1.99200e+003,6.50000e+001,6.50000e+001
-8.25830e+003,-1.00868e+002,2.88248e+000,5.18942e+000,4.24736e+000,2.12848e+000,9.24322e-001,1,1.20000e+001,-1.98800e+003,6.50000e+001,6.50000e+001
-8.23047e+003,-1.00490e+002,3.84331e+000,6.91922e+000,5.65981e+000,2.83464e+000,8.99096e-001,1,1.60000e+001,-1.98400e+003,6.50000e+001,6.50000e+001
-8.20263e+003,-1.00113e+002,4.80414e+000,8.64903e+000,7.07226e+000,3.54080e+000,8.73871e-001,1,2.00000e+001,-1.98000e+003,6.50000e+001,6.50000e+001
-8.17480e+003,-9.97354e+001,5.76497e+000,1.03788e+001,8.48471e+000,4.24696e+000,8.48645e-001,1,2.40000e+001,-1.97600e+003,6.50000e+001,6.50000e+001
-8.14696e+003,-9.93579e+001,6.72579e+000,1.21086e+001,9.89716e+000,4.95312e+000,8.23419e-001,1,2.80000e+001,-1.97200e+003,6.50000e+001,6.50000e+001
-8.11912e+003,-9.89805e+001,7.68662e+000,1.38384e+001,1.13096e+001,5.65928e+000,7.98193e-001,1,3.20000e+001,-1.96800e+003,6.50000e+001,6.50000e+001
-8.09129e+003,-9.86030e+001,8.64745e+000,1.55683e+001,1.27221e+001,6.36544e+000,7.72967e-001,1,3.60000e+001,-1.96400e+003,6.50000e+001,6.50000e+001
-8.06345e+003,-9.82256e+001,9.60828e+000,1.72981e+001,1.41345e+001,7.07160e+000,7.47741e-001,1,4.00000e+001,-1.96000e+003,6.50000e+001,6.50000e+001
-8.03561e+003,-9.78482e+001,1.05691e+001,1.90279e+001,1.55470e+001,7.77776e+000,7.22515e-001,1,4.40000e+001,-1.95600e+003,6.50000e+001,6.50000e+001
-8.00778e+003,-9.74707e+001,1.15299e+001,2.07577e+001,1.69594e+001,8.48392e+000,6.97289e-001,1,4.80000e+001,-1.95200e+003,6.50000e+001,6.50000e+001
-7.98061e+003,-9.70126e+001,1.26059e+001,2.24265e+001,1.82069e+001,9.16502e+000,6.71552e-001,1,5.20000e+001,-1.94800e+003,6.50000e+001,6.50000e+001
-7.95413e+003,-9.64738e+001,1.37970e+001,2.40345e+001,1.92895e+001,9.82106e+000,6.45303e-001,1,5.60000e+001,-1.94400e+003,6.50000e+001,6.50000e+001
